Time measured,Instantan lufttemperatur i 2m høyde  (TT),Vindhastighet i 2m 60 min middel (FM2),Globalstråling (Q0)
2019-11-07 05:00:00+01,-5.9,0.5,0.0
2019-11-07 06:00:00+01,-6.1,0.6,0.0
2019-11-07 07:00:00+01,-5.8,0.6,0.0
2019-11-07 08:00:00+01,-5.4,0.8,12.7
2019-11-07 09:00:00+01,-3.7,0.8,58.2
2019-11-07 10:00:00+01,-3.1,1.2,120.9
2019-11-07 11:00:00+01,-1.9,1.4,116.5
2019-11-07 12:00:00+01,-1.7,1.5,84.5
2019-11-07 13:00:00+01,-1.4,1.4,54.7
2019-11-07 14:00:00+01,-1.4,0.9,33.9
2019-11-07 15:00:00+01,-1.8,0.9,14.5
2019-11-07 16:00:00+01,-1.9,0.8,0.0
2019-11-07 17:00:00+01,-1.9,1.0,0.0
2019-11-07 18:00:00+01,-1.9,1.2,0.0
2019-11-07 19:00:00+01,-2.0,1.1,0.0
2019-11-07 20:00:00+01,-2.8,1.0,0.0
2019-11-07 21:00:00+01,-2.7,1.3,0.0
2019-11-07 22:00:00+01,-2.6,1.5,0.0
2019-11-07 23:00:00+01,-2.6,1.1,0.0
2019-11-08 00:00:00+01,-2.6,1.0,0.0
2019-11-08 01:00:00+01,-2.4,0.9,0.0
2019-11-08 02:00:00+01,-2.3,0.8,0.0
2019-11-08 03:00:00+01,-2.3,0.9,0.0
2019-11-08 04:00:00+01,-2.1,1.4,0.0
2019-11-08 05:00:00+01,-1.9,1.2,0.0
2019-11-08 06:00:00+01,-1.9,1.2,0.0
2019-11-08 07:00:00+01,-1.7,1.4,0.0
2019-11-08 08:00:00+01,-2.0,1.5,4.0
2019-11-08 09:00:00+01,-2.0,1.4,18.1
2019-11-08 10:00:00+01,-2.0,1.4,30.6
2019-11-08 11:00:00+01,-1.8,1.5,27.5
2019-11-08 12:00:00+01,-1.4,1.6,41.1
2019-11-08 13:00:00+01,-1.3,1.5,43.5
2019-11-08 14:00:00+01,-1.5,1.4,30.0
2019-11-08 15:00:00+01,-1.4,1.4,4.6
2019-11-08 16:00:00+01,-1.3,1.3,0.0
2019-11-08 17:00:00+01,-1.3,1.5,0.0
2019-11-08 18:00:00+01,-1.1,1.4,0.0
2019-11-08 19:00:00+01,-1.0,1.3,0.0
2019-11-08 20:00:00+01,-1.1,1.3,0.0
2019-11-08 21:00:00+01,-0.9,1.3,0.0
2019-11-08 22:00:00+01,-0.8,1.2,0.0
2019-11-08 23:00:00+01,-0.9,1.1,0.0
2019-11-09 00:00:00+01,-0.9,1.1,0.0
2019-11-09 01:00:00+01,-0.9,1.1,0.0
2019-11-09 02:00:00+01,-0.9,1.2,0.0
2019-11-09 03:00:00+01,-0.8,1.1,0.0
2019-11-09 04:00:00+01,-0.7,1.1,0.0
2019-11-09 05:00:00+01,-0.9,1.0,0.0
2019-11-09 06:00:00+01,-1.1,1.1,0.0
2019-11-09 07:00:00+01,-0.9,1.2,0.0
2019-11-09 08:00:00+01,-0.8,1.1,11.6
2019-11-09 09:00:00+01,-0.7,1.3,35.1
2019-11-09 10:00:00+01,-0.3,1.1,64.7
2019-11-09 11:00:00+01,0.2,1.2,80.1
2019-11-09 12:00:00+01,0.2,1.7,90.4
2019-11-09 13:00:00+01,0.0,1.3,90.6
2019-11-09 14:00:00+01,-0.3,1.3,66.2
2019-11-09 15:00:00+01,-0.2,1.5,15.2
2019-11-09 16:00:00+01,-0.3,1.5,0.0
2019-11-09 17:00:00+01,-0.4,1.2,0.0
2019-11-09 18:00:00+01,-0.8,1.0,0.0
2019-11-09 19:00:00+01,-1.0,1.3,0.0
2019-11-09 20:00:00+01,-0.8,0.9,0.0
2019-11-09 21:00:00+01,-0.8,1.5,0.0
2019-11-09 22:00:00+01,-0.9,1.7,0.0
2019-11-09 23:00:00+01,-0.9,1.8,0.0
2019-11-10 00:00:00+01,-1.0,1.5,0.0
2019-11-10 01:00:00+01,-1.1,1.4,0.0
2019-11-10 02:00:00+01,-1.1,1.6,0.0
2019-11-10 03:00:00+01,-1.1,1.1,0.0
2019-11-10 04:00:00+01,-1.1,1.3,0.0
2019-11-10 05:00:00+01,-1.3,0.9,0.0
2019-11-10 06:00:00+01,-1.4,0.7,0.0
2019-11-10 07:00:00+01,-1.5,0.8,0.0
2019-11-10 08:00:00+01,-1.3,0.8,17.4
2019-11-10 09:00:00+01,-0.9,0.9,59.9
2019-11-10 10:00:00+01,-0.9,1.2,91.2
2019-11-10 11:00:00+01,-0.9,0.8,80.9
2019-11-10 12:00:00+01,-0.9,0.9,79.6
2019-11-10 13:00:00+01,-0.8,0.7,63.6
2019-11-10 14:00:00+01,-1.3,0.6,47.8
2019-11-10 15:00:00+01,-1.7,0.6,13.2
2019-11-10 16:00:00+01,-1.8,0.5,0.0
2019-11-10 17:00:00+01,-1.8,0.5,0.0
2019-11-10 18:00:00+01,-2.0,0.9,0.0
2019-11-10 19:00:00+01,-1.9,0.7,0.0
2019-11-10 20:00:00+01,-1.9,0.7,0.0
2019-11-10 21:00:00+01,-2.0,0.7,0.0
2019-11-10 22:00:00+01,-2.1,0.4,0.0
2019-11-10 23:00:00+01,-2.2,0.3,0.0
2019-11-11 00:00:00+01,-2.2,0.4,0.0
2019-11-11 01:00:00+01,-2.3,0.4,0.0
2019-11-11 02:00:00+01,-2.2,0.3,0.0
2019-11-11 03:00:00+01,-2.3,0.3,0.0
2019-11-11 04:00:00+01,-2.3,0.5,0.0
2019-11-11 05:00:00+01,-2.6,0.7,0.0
2019-11-11 06:00:00+01,-2.6,1.1,0.0
2019-11-11 07:00:00+01,-2.6,1.3,0.0
2019-11-11 08:00:00+01,-2.6,2.0,3.8
2019-11-11 09:00:00+01,-2.3,1.6,7.6
2019-11-11 10:00:00+01,-2.2,1.2,17.3
2019-11-11 11:00:00+01,-2.0,0.9,26.8
2019-11-11 12:00:00+01,-2.0,1.0,13.3
2019-11-11 13:00:00+01,-1.9,1.1,20.1
2019-11-11 14:00:00+01,-2.1,1.0,13.8
2019-11-11 15:00:00+01,-2.1,1.0,3.7
2019-11-11 16:00:00+01,-2.2,0.7,0.0
2019-11-11 17:00:00+01,-2.3,0.7,0.0
2019-11-11 18:00:00+01,-2.2,0.8,0.0
2019-11-11 19:00:00+01,-2.1,1.4,0.0
2019-11-11 20:00:00+01,-2.0,1.1,0.0
2019-11-11 21:00:00+01,-1.9,0.7,0.0
2019-11-11 22:00:00+01,-1.7,0.6,0.0
2019-11-11 23:00:00+01,-1.5,0.6,0.2
2019-11-12 00:00:00+01,-1.4,0.8,0.0
2019-11-12 01:00:00+01,-0.6,0.6,0.0
2019-11-12 02:00:00+01,-0.2,0.7,0.0
2019-11-12 03:00:00+01,0.6,0.9,0.0
2019-11-12 04:00:00+01,1.1,0.7,0.0
2019-11-12 05:00:00+01,1.6,1.0,0.0
2019-11-12 06:00:00+01,2.0,1.2,0.0
2019-11-12 07:00:00+01,2.4,1.3,0.0
2019-11-12 08:00:00+01,2.9,1.3,5.2
2019-11-12 09:00:00+01,3.3,1.6,21.0
2019-11-12 10:00:00+01,3.3,1.8,37.9
2019-11-12 11:00:00+01,3.1,1.7,24.2
2019-11-12 12:00:00+01,3.2,1.6,28.1
2019-11-12 13:00:00+01,2.9,1.4,21.5
2019-11-12 14:00:00+01,2.9,1.5,24.5
2019-11-12 15:00:00+01,2.6,1.3,6.1
2019-11-12 16:00:00+01,2.5,1.2,0.0
2019-11-12 17:00:00+01,1.8,0.7,0.0
2019-11-12 18:00:00+01,2.6,0.8,0.0
2019-11-12 19:00:00+01,2.9,1.1,0.0
2019-11-12 20:00:00+01,3.3,1.3,0.0
2019-11-12 21:00:00+01,3.1,1.2,0.0
2019-11-12 22:00:00+01,3.5,0.8,0.0
2019-11-12 23:00:00+01,3.1,0.6,0.0
2019-11-13 00:00:00+01,2.9,0.2,0.0
2019-11-13 01:00:00+01,4.2,0.9,0.0
2019-11-13 02:00:00+01,3.5,0.7,0.0
2019-11-13 03:00:00+01,2.7,1.0,0.0
2019-11-13 04:00:00+01,2.9,1.2,0.0
2019-11-13 05:00:00+01,2.7,1.1,0.0
2019-11-13 06:00:00+01,2.7,1.1,0.0
2019-11-13 07:00:00+01,2.5,0.7,0.0
2019-11-13 08:00:00+01,2.7,0.6,9.9
2019-11-13 09:00:00+01,2.7,0.3,26.8
2019-11-13 10:00:00+01,2.9,0.8,45.4
2019-11-13 11:00:00+01,3.7,0.7,67.9
2019-11-13 12:00:00+01,4.5,0.8,156.4
2019-11-13 13:00:00+01,3.8,1.1,76.1
2019-11-13 14:00:00+01,3.4,0.9,49.9
2019-11-13 15:00:00+01,3.5,1.0,10.5
2019-11-13 16:00:00+01,3.3,0.9,0.0
2019-11-13 17:00:00+01,3.0,0.7,0.0
2019-11-13 18:00:00+01,3.0,0.8,0.0
2019-11-13 19:00:00+01,2.8,0.8,0.0
2019-11-13 20:00:00+01,2.3,0.8,0.0
2019-11-13 21:00:00+01,1.6,0.5,0.0
2019-11-13 22:00:00+01,1.8,0.8,0.0
2019-11-13 23:00:00+01,2.1,0.7,0.0
2019-11-14 00:00:00+01,2.2,1.2,0.0
2019-11-14 01:00:00+01,2.4,1.3,0.0
2019-11-14 02:00:00+01,1.7,1.1,0.0
2019-11-14 03:00:00+01,1.9,0.7,0.0
2019-11-14 04:00:00+01,1.8,0.7,0.0
2019-11-14 05:00:00+01,1.9,0.9,0.0
2019-11-14 06:00:00+01,2.1,1.4,0.0
2019-11-14 07:00:00+01,2.2,0.7,0.0
2019-11-14 08:00:00+01,2.4,1.0,7.9
2019-11-14 09:00:00+01,2.6,1.0,28.4
2019-11-14 10:00:00+01,2.8,1.3,36.3
2019-11-14 11:00:00+01,2.6,0.7,39.4
2019-11-14 12:00:00+01,3.1,1.2,48.4
2019-11-14 13:00:00+01,3.2,1.3,52.3
2019-11-14 14:00:00+01,2.9,1.5,15.8
2019-11-14 15:00:00+01,2.8,1.1,6.6
2019-11-14 16:00:00+01,2.8,1.2,0.0
2019-11-14 17:00:00+01,2.8,0.9,0.0
2019-11-14 18:00:00+01,2.8,0.7,0.0
2019-11-14 19:00:00+01,2.8,1.0,0.0
2019-11-14 20:00:00+01,2.8,0.7,0.0
2019-11-14 21:00:00+01,2.6,0.5,0.0
2019-11-14 22:00:00+01,2.5,0.3,0.0
2019-11-14 23:00:00+01,2.6,0.2,0.0
2019-11-15 00:00:00+01,2.3,0.3,0.0
2019-11-15 01:00:00+01,2.2,0.5,0.0
2019-11-15 02:00:00+01,2.2,0.5,0.0
2019-11-15 03:00:00+01,2.3,0.2,0.0
2019-11-15 04:00:00+01,2.3,0.3,0.0
2019-11-15 05:00:00+01,2.3,0.4,0.0
2019-11-15 06:00:00+01,2.5,0.7,0.0
2019-11-15 07:00:00+01,2.5,0.6,0.0
2019-11-15 08:00:00+01,2.5,0.5,2.6
2019-11-15 09:00:00+01,2.6,0.6,19.1
2019-11-15 10:00:00+01,2.7,0.7,58.7
2019-11-15 11:00:00+01,2.9,0.6,40.8
2019-11-15 12:00:00+01,3.1,0.7,34.5
2019-11-15 13:00:00+01,3.3,0.8,35.3
2019-11-15 14:00:00+01,3.0,0.6,13.6
2019-11-15 15:00:00+01,3.0,0.9,6.2
2019-11-15 16:00:00+01,2.9,1.2,0.0
2019-11-15 17:00:00+01,3.0,1.5,0.0
2019-11-15 18:00:00+01,3.0,1.5,0.0
2019-11-15 19:00:00+01,3.0,1.7,0.0
2019-11-15 20:00:00+01,3.0,1.3,0.0
2019-11-15 21:00:00+01,2.9,1.3,0.0
2019-11-15 22:00:00+01,2.9,1.6,0.0
2019-11-15 23:00:00+01,2.9,1.4,0.0
2019-11-16 00:00:00+01,2.9,1.5,0.0
2019-11-16 01:00:00+01,2.8,1.4,0.0
2019-11-16 02:00:00+01,2.7,1.5,0.0
2019-11-16 03:00:00+01,2.9,1.7,0.0
2019-11-16 04:00:00+01,2.9,1.6,0.0
2019-11-16 05:00:00+01,2.9,1.7,0.0
2019-11-16 06:00:00+01,2.6,1.1,0.0
2019-11-16 07:00:00+01,2.5,1.4,0.0
2019-11-16 08:00:00+01,2.5,1.1,1.6
2019-11-16 09:00:00+01,2.2,1.4,8.6
2019-11-16 10:00:00+01,1.8,2.2,17.2
2019-11-16 11:00:00+01,1.8,2.0,15.3
2019-11-16 12:00:00+01,1.9,2.3,9.4
2019-11-16 13:00:00+01,2.0,2.2,12.6
2019-11-16 14:00:00+01,2.1,1.8,5.0
2019-11-16 15:00:00+01,2.1,2.0,1.2
2019-11-16 16:00:00+01,2.3,1.9,0.0
2019-11-16 17:00:00+01,2.3,1.8,0.0
2019-11-16 18:00:00+01,2.1,1.8,0.0
2019-11-16 19:00:00+01,1.9,1.8,0.0
2019-11-16 20:00:00+01,1.5,1.9,0.0
2019-11-16 21:00:00+01,1.4,1.1,0.0
2019-11-16 22:00:00+01,1.6,1.1,0.0
2019-11-16 23:00:00+01,1.8,1.1,0.0
2019-11-17 00:00:00+01,2.0,1.0,0.0
2019-11-17 01:00:00+01,2.1,1.0,0.0
2019-11-17 02:00:00+01,2.2,1.0,0.0
2019-11-17 03:00:00+01,2.4,0.9,0.0
2019-11-17 04:00:00+01,2.5,0.9,0.0
2019-11-17 05:00:00+01,2.7,0.7,0.0
2019-11-17 06:00:00+01,2.8,0.8,0.0
2019-11-17 07:00:00+01,2.7,0.6,0.0
2019-11-17 08:00:00+01,2.8,0.4,4.4
2019-11-17 09:00:00+01,3.0,0.4,27.7
2019-11-17 10:00:00+01,3.7,0.5,59.4
2019-11-17 11:00:00+01,4.0,0.6,70.1
2019-11-17 12:00:00+01,4.4,0.4,63.5
2019-11-17 13:00:00+01,4.7,0.7,112.3
2019-11-17 14:00:00+01,4.7,0.5,56.7
2019-11-17 15:00:00+01,2.1,0.1,9.7
2019-11-17 16:00:00+01,1.3,0.2,0.0
2019-11-17 17:00:00+01,0.4,0.3,0.0
2019-11-17 18:00:00+01,0.8,0.2,0.0
2019-11-17 19:00:00+01,1.2,0.3,0.0
2019-11-17 20:00:00+01,1.4,0.2,0.0
2019-11-17 21:00:00+01,1.7,0.2,0.0
2019-11-17 22:00:00+01,2.0,0.2,0.0
2019-11-17 23:00:00+01,2.1,0.3,0.0
2019-11-18 00:00:00+01,2.3,0.5,0.0
2019-11-18 01:00:00+01,1.9,0.8,0.0
2019-11-18 02:00:00+01,1.7,0.6,0.0
2019-11-18 03:00:00+01,1.8,0.7,0.0
2019-11-18 04:00:00+01,0.8,1.3,0.0
2019-11-18 05:00:00+01,0.9,0.9,0.0
2019-11-18 06:00:00+01,1.0,1.0,0.0
2019-11-18 07:00:00+01,1.1,1.1,0.0
2019-11-18 08:00:00+01,1.4,1.1,1.0
2019-11-18 09:00:00+01,1.6,1.1,5.7
2019-11-18 10:00:00+01,2.0,1.3,7.8
2019-11-18 11:00:00+01,2.1,1.1,10.0
2019-11-18 12:00:00+01,2.3,1.1,10.3
2019-11-18 13:00:00+01,2.5,1.1,8.7
2019-11-18 14:00:00+01,2.9,0.8,3.6
2019-11-18 15:00:00+01,3.3,0.7,0.8
2019-11-18 16:00:00+01,3.6,0.8,0.0
2019-11-18 17:00:00+01,4.4,1.1,0.0
2019-11-18 18:00:00+01,6.0,1.1,0.0
2019-11-18 19:00:00+01,6.7,0.9,0.0
2019-11-18 20:00:00+01,7.0,0.9,0.0
2019-11-18 21:00:00+01,7.0,0.7,0.0
2019-11-18 22:00:00+01,6.3,0.4,0.0
2019-11-18 23:00:00+01,6.4,0.5,0.0
2019-11-19 00:00:00+01,6.2,0.3,0.0
2019-11-19 01:00:00+01,6.3,0.4,0.0
2019-11-19 02:00:00+01,6.0,0.5,0.0
2019-11-19 03:00:00+01,5.9,0.5,0.0
2019-11-19 04:00:00+01,5.9,0.4,0.0
2019-11-19 05:00:00+01,6.0,0.5,0.0
2019-11-19 06:00:00+01,5.9,0.5,0.0
2019-11-19 07:00:00+01,5.8,0.4,0.0
2019-11-19 08:00:00+01,5.3,0.5,0.7
2019-11-19 09:00:00+01,5.2,0.8,6.6
2019-11-19 10:00:00+01,5.0,0.8,16.5
2019-11-19 11:00:00+01,4.7,0.3,12.2
2019-11-19 12:00:00+01,4.6,0.2,16.9
2019-11-19 13:00:00+01,5.0,0.2,6.3
2019-11-19 14:00:00+01,6.0,1.3,3.5
2019-11-19 15:00:00+01,6.0,1.9,1.3
2019-11-19 16:00:00+01,5.7,1.2,0.0
2019-11-19 17:00:00+01,5.7,1.2,0.0
2019-11-19 18:00:00+01,5.9,1.3,0.0
2019-11-19 19:00:00+01,5.9,1.3,0.0
2019-11-19 20:00:00+01,6.1,1.5,0.0
2019-11-19 21:00:00+01,6.3,1.1,0.0
2019-11-19 22:00:00+01,4.2,1.2,0.0
2019-11-19 23:00:00+01,4.2,0.2,0.0
2019-11-20 00:00:00+01,4.1,0.1,0.0
2019-11-20 01:00:00+01,4.0,0.2,0.0
2019-11-20 02:00:00+01,3.0,0.2,0.0
2019-11-20 03:00:00+01,1.4,0.2,0.0
2019-11-20 04:00:00+01,0.9,0.2,0.0
2019-11-20 05:00:00+01,1.1,0.5,0.0
2019-11-20 06:00:00+01,0.2,0.4,0.0
2019-11-20 07:00:00+01,0.3,0.7,0.0
2019-11-20 08:00:00+01,1.0,0.5,2.9
2019-11-20 09:00:00+01,1.4,0.7,10.1
2019-11-20 10:00:00+01,1.8,0.9,40.2
2019-11-20 11:00:00+01,1.6,0.9,30.9
2019-11-20 12:00:00+01,1.6,0.9,17.8
2019-11-20 13:00:00+01,1.7,1.0,19.5
2019-11-20 14:00:00+01,1.9,0.7,8.9
2019-11-20 15:00:00+01,1.9,0.9,3.3
2019-11-20 16:00:00+01,2.1,0.6,0.0
2019-11-20 17:00:00+01,2.5,0.6,0.0
2019-11-20 18:00:00+01,2.8,0.8,0.0
2019-11-20 19:00:00+01,2.9,0.7,0.0
2019-11-20 20:00:00+01,2.9,0.8,0.0
2019-11-20 21:00:00+01,3.0,0.7,0.0
2019-11-20 22:00:00+01,3.0,1.1,0.0
2019-11-20 23:00:00+01,3.0,0.7,0.0
2019-11-21 00:00:00+01,3.2,0.9,0.0
2019-11-21 01:00:00+01,3.2,1.0,0.0
2019-11-21 02:00:00+01,3.2,1.0,0.0
2019-11-21 03:00:00+01,3.4,1.1,0.0
2019-11-21 04:00:00+01,3.5,0.9,0.0
2019-11-21 05:00:00+01,3.6,1.0,0.0
2019-11-21 06:00:00+01,3.7,0.9,0.0
2019-11-21 07:00:00+01,4.1,0.8,0.0
2019-11-21 08:00:00+01,4.9,1.4,0.9
2019-11-21 09:00:00+01,5.0,0.7,5.2
2019-11-21 10:00:00+01,5.9,0.9,10.7
2019-11-21 11:00:00+01,6.4,1.4,12.8
2019-11-21 12:00:00+01,6.5,1.2,10.0
2019-11-21 13:00:00+01,6.6,1.5,8.9
2019-11-21 14:00:00+01,6.6,1.5,5.7
2019-11-21 15:00:00+01,6.7,1.2,0.4
2019-11-21 16:00:00+01,6.8,1.0,0.0
2019-11-21 17:00:00+01,7.2,1.0,0.0
2019-11-21 18:00:00+01,7.3,1.0,0.0
2019-11-21 19:00:00+01,7.2,0.9,0.0
2019-11-21 20:00:00+01,7.2,0.9,0.0
2019-11-21 21:00:00+01,7.2,0.7,0.0
2019-11-21 22:00:00+01,7.1,0.9,0.0
2019-11-21 23:00:00+01,7.0,0.9,0.0
2019-11-22 00:00:00+01,7.0,0.9,0.0
2019-11-22 01:00:00+01,7.0,1.0,0.0
2019-11-22 02:00:00+01,6.8,1.0,0.0
2019-11-22 03:00:00+01,6.8,1.1,0.0
2019-11-22 04:00:00+01,6.5,1.1,0.0
2019-11-22 05:00:00+01,6.4,1.1,0.0
2019-11-22 06:00:00+01,6.3,1.4,0.0
2019-11-22 07:00:00+01,6.2,1.5,0.0
2019-11-22 08:00:00+01,5.7,1.3,0.4
2019-11-22 09:00:00+01,5.6,1.1,3.0
2019-11-22 10:00:00+01,5.6,1.2,13.2
2019-11-22 11:00:00+01,5.4,1.2,11.4
2019-11-22 12:00:00+01,5.5,1.4,16.0
2019-11-22 13:00:00+01,5.5,1.3,11.0
2019-11-22 14:00:00+01,5.5,1.3,6.2
2019-11-22 15:00:00+01,5.6,1.0,1.6
2019-11-22 16:00:00+01,5.6,1.1,0.0
2019-11-22 17:00:00+01,5.7,1.1,0.0
2019-11-22 18:00:00+01,5.8,1.1,0.0
2019-11-22 19:00:00+01,5.9,1.2,0.0
2019-11-22 20:00:00+01,5.9,0.9,0.0
2019-11-22 21:00:00+01,6.0,1.0,0.0
2019-11-22 22:00:00+01,6.1,1.0,0.0
2019-11-22 23:00:00+01,6.2,0.8,0.0
2019-11-23 00:00:00+01,6.2,0.7,0.0
2019-11-23 01:00:00+01,6.2,0.7,0.0
2019-11-23 02:00:00+01,6.2,0.6,0.0
2019-11-23 03:00:00+01,6.2,0.7,0.0
2019-11-23 04:00:00+01,6.2,1.0,0.0
2019-11-23 05:00:00+01,6.3,0.9,0.0
2019-11-23 06:00:00+01,6.3,0.9,0.0
2019-11-23 07:00:00+01,6.3,1.0,0.0
2019-11-23 08:00:00+01,6.3,0.6,0.5
2019-11-23 09:00:00+01,6.4,0.5,3.5
2019-11-23 10:00:00+01,6.6,0.9,9.3
2019-11-23 11:00:00+01,6.7,0.9,16.2
2019-11-23 12:00:00+01,6.6,0.4,17.8
2019-11-23 13:00:00+01,6.6,1.1,13.8
2019-11-23 14:00:00+01,6.4,0.8,5.6
2019-11-23 15:00:00+01,6.0,1.0,1.1
2019-11-23 16:00:00+01,5.8,1.3,0.0
2019-11-23 17:00:00+01,5.6,1.4,0.0
2019-11-23 18:00:00+01,5.3,1.6,0.0
2019-11-23 19:00:00+01,5.3,1.4,0.0
2019-11-23 20:00:00+01,5.2,1.4,0.0
2019-11-23 21:00:00+01,5.0,1.3,0.0
2019-11-23 22:00:00+01,4.7,1.4,0.0
2019-11-23 23:00:00+01,4.6,1.3,0.0
2019-11-24 00:00:00+01,4.5,1.5,0.0
2019-11-24 01:00:00+01,4.4,1.3,0.0
2019-11-24 02:00:00+01,4.3,1.2,0.0
2019-11-24 03:00:00+01,4.2,1.0,0.0
2019-11-24 04:00:00+01,4.2,1.3,0.0
2019-11-24 05:00:00+01,4.2,1.1,0.0
2019-11-24 06:00:00+01,4.0,1.4,0.0
2019-11-24 07:00:00+01,3.8,1.4,0.0
2019-11-24 08:00:00+01,3.6,1.6,0.6
2019-11-24 09:00:00+01,3.6,1.5,6.2
2019-11-24 10:00:00+01,3.5,1.6,15.3
2019-11-24 11:00:00+01,3.5,1.4,18.6
2019-11-24 12:00:00+01,3.4,1.5,20.1
2019-11-24 13:00:00+01,3.3,1.3,12.7
2019-11-24 14:00:00+01,3.2,1.2,6.0
2019-11-24 15:00:00+01,3.0,1.2,0.8
2019-11-24 16:00:00+01,3.0,1.4,0.0
2019-11-24 17:00:00+01,2.9,1.3,0.0
2019-11-24 18:00:00+01,2.7,1.2,0.0
2019-11-24 19:00:00+01,2.5,1.4,0.0
2019-11-24 20:00:00+01,2.5,1.1,0.0
2019-11-24 21:00:00+01,2.5,1.1,0.0
2019-11-24 22:00:00+01,2.4,1.0,0.0
2019-11-24 23:00:00+01,2.3,1.0,0.0
2019-11-25 00:00:00+01,2.2,1.2,0.0
2019-11-25 01:00:00+01,2.1,1.2,0.0
2019-11-25 02:00:00+01,2.1,1.5,0.0
2019-11-25 03:00:00+01,2.0,1.4,0.0
2019-11-25 04:00:00+01,1.9,1.4,0.0
2019-11-25 05:00:00+01,1.9,1.4,0.0
2019-11-25 06:00:00+01,2.0,1.2,0.0
2019-11-25 07:00:00+01,2.1,1.2,0.1
2019-11-25 08:00:00+01,2.2,1.5,0.3
2019-11-25 09:00:00+01,2.2,1.4,3.3
2019-11-25 10:00:00+01,2.3,1.4,6.4
2019-11-25 11:00:00+01,2.4,1.2,7.9
2019-11-25 12:00:00+01,2.5,1.3,9.4
2019-11-25 13:00:00+01,2.5,1.2,6.5
2019-11-25 14:00:00+01,2.5,1.1,4.8
2019-11-25 15:00:00+01,2.5,1.1,0.7
2019-11-25 16:00:00+01,2.5,0.9,0.0
2019-11-25 17:00:00+01,2.4,0.7,0.0
2019-11-25 18:00:00+01,2.3,0.7,0.0
2019-11-25 19:00:00+01,2.2,0.6,0.0
2019-11-25 20:00:00+01,2.0,0.5,0.0
2019-11-25 21:00:00+01,1.9,0.4,0.0
2019-11-25 22:00:00+01,1.7,0.4,0.0
2019-11-25 23:00:00+01,1.7,0.3,0.0
2019-11-26 00:00:00+01,1.7,0.4,0.0
2019-11-26 01:00:00+01,1.8,0.4,0.0
2019-11-26 02:00:00+01,1.9,0.3,0.0
2019-11-26 03:00:00+01,1.9,0.2,0.0
2019-11-26 04:00:00+01,2.0,0.3,0.0
2019-11-26 05:00:00+01,2.0,0.3,0.0
2019-11-26 06:00:00+01,1.8,0.5,0.0
2019-11-26 07:00:00+01,1.9,0.3,0.0
2019-11-26 08:00:00+01,1.9,0.3,0.5
2019-11-26 09:00:00+01,1.9,0.3,6.0
2019-11-26 10:00:00+01,2.0,0.4,9.7
2019-11-26 11:00:00+01,2.1,0.6,14.8
2019-11-26 12:00:00+01,2.2,0.6,17.2
2019-11-26 13:00:00+01,2.4,0.5,13.1
2019-11-26 14:00:00+01,2.4,0.6,7.8
2019-11-26 15:00:00+01,2.3,0.5,0.9
2019-11-26 16:00:00+01,2.2,0.4,0.0
2019-11-26 17:00:00+01,1.6,0.3,0.0
2019-11-26 18:00:00+01,0.8,0.6,0.0
2019-11-26 19:00:00+01,0.4,0.3,0.0
2019-11-26 20:00:00+01,0.2,0.2,0.0
2019-11-26 21:00:00+01,0.2,0.2,0.0
2019-11-26 22:00:00+01,0.2,0.2,0.0
2019-11-26 23:00:00+01,0.3,0.3,0.0
2019-11-27 00:00:00+01,0.4,0.5,0.0
2019-11-27 01:00:00+01,0.5,0.4,0.0
2019-11-27 02:00:00+01,0.6,0.5,0.0
2019-11-27 03:00:00+01,0.6,0.6,0.0
2019-11-27 04:00:00+01,0.7,0.4,0.0
2019-11-27 05:00:00+01,0.6,0.4,0.0
2019-11-27 06:00:00+01,0.8,0.5,0.0
2019-11-27 07:00:00+01,0.9,0.6,0.0
2019-11-27 08:00:00+01,0.7,0.7,1.1
2019-11-27 09:00:00+01,0.9,0.6,13.7
2019-11-27 10:00:00+01,1.1,0.8,20.9
2019-11-27 11:00:00+01,1.3,0.9,22.2
2019-11-27 12:00:00+01,1.6,1.2,18.6
2019-11-27 13:00:00+01,1.5,0.9,25.8
2019-11-27 14:00:00+01,1.5,1.0,7.5
2019-11-27 15:00:00+01,1.4,1.1,1.5
2019-11-27 16:00:00+01,1.4,1.3,0.0
2019-11-27 17:00:00+01,1.4,1.0,0.0
2019-11-27 18:00:00+01,1.4,1.0,0.0
2019-11-27 19:00:00+01,1.4,1.2,0.0
2019-11-27 20:00:00+01,1.3,1.4,0.0
2019-11-27 21:00:00+01,1.4,1.3,0.0
2019-11-27 22:00:00+01,1.4,1.6,0.0
2019-11-27 23:00:00+01,1.4,1.6,0.0
2019-11-28 00:00:00+01,1.4,1.6,0.0
2019-11-28 01:00:00+01,1.3,1.3,0.0
2019-11-28 02:00:00+01,0.7,1.4,0.0
2019-11-28 03:00:00+01,0.5,1.0,0.0
2019-11-28 04:00:00+01,0.4,1.3,0.0
2019-11-28 05:00:00+01,0.4,1.4,0.0
2019-11-28 06:00:00+01,0.4,1.2,0.0
2019-11-28 07:00:00+01,0.3,1.0,0.0
2019-11-28 08:00:00+01,0.3,0.8,0.3
2019-11-28 09:00:00+01,0.3,0.9,4.4
2019-11-28 10:00:00+01,0.4,1.0,15.4
2019-11-28 11:00:00+01,0.4,1.1,20.6
