Time measured,Instantan lufttemperatur i 2m høyde  (TT),Vindhastighet i 2m 60 min middel (FM2),Globalstråling (Q0)
2019-01-21 16:00:00+01,-4.9,0.5,0.0
2019-01-21 17:00:00+01,-5.2,0.7,0.0
2019-01-21 18:00:00+01,-5.7,0.7,0.0
2019-01-21 19:00:00+01,-5.7,0.8,0.0
2019-01-21 20:00:00+01,-5.5,1.0,0.0
2019-01-21 21:00:00+01,-5.4,1.0,0.0
2019-01-21 22:00:00+01,-5.2,0.5,0.0
2019-01-21 23:00:00+01,-5.1,0.4,0.0
2019-01-22 00:00:00+01,-5.1,0.5,0.0
2019-01-22 01:00:00+01,-5.2,0.5,0.0
2019-01-22 02:00:00+01,-5.2,0.7,0.0
2019-01-22 03:00:00+01,-5.0,0.5,0.0
2019-01-22 04:00:00+01,-5.0,0.5,0.0
2019-01-22 05:00:00+01,-5.0,0.6,0.0
2019-01-22 06:00:00+01,-4.8,0.8,0.0
2019-01-22 07:00:00+01,-4.7,0.4,0.0
2019-01-22 08:00:00+01,-4.6,0.5,0.5
2019-01-22 09:00:00+01,-4.4,0.5,7.6
2019-01-22 10:00:00+01,-4.0,0.6,20.1
2019-01-22 11:00:00+01,-3.5,0.7,43.3
2019-01-22 12:00:00+01,-3.3,0.6,42.9
2019-01-22 13:00:00+01,-3.2,0.7,37.1
2019-01-22 14:00:00+01,-3.1,0.7,36.1
2019-01-22 15:00:00+01,-3.2,0.5,7.7
2019-01-22 16:00:00+01,-3.3,0.6,0.0
2019-01-22 17:00:00+01,-3.2,0.6,0.0
2019-01-22 18:00:00+01,-2.9,0.6,0.0
2019-01-22 19:00:00+01,-2.8,0.7,0.0
2019-01-22 20:00:00+01,-2.7,0.5,0.0
2019-01-22 21:00:00+01,-2.6,0.2,0.0
2019-01-22 22:00:00+01,-1.6,0.6,0.0
2019-01-22 23:00:00+01,-1.3,0.9,0.0
2019-01-23 00:00:00+01,-1.0,0.9,0.0
2019-01-23 01:00:00+01,-1.2,0.8,0.0
2019-01-23 02:00:00+01,-1.3,0.5,0.0
2019-01-23 03:00:00+01,-1.4,0.3,0.0
2019-01-23 04:00:00+01,-1.6,0.6,0.0
2019-01-23 05:00:00+01,-1.9,0.5,0.0
2019-01-23 06:00:00+01,-2.0,0.6,0.0
2019-01-23 07:00:00+01,-2.2,0.2,0.0
2019-01-23 08:00:00+01,-2.3,0.2,0.1
2019-01-23 09:00:00+01,-2.4,0.2,9.1
2019-01-23 10:00:00+01,-2.0,0.2,30.1
2019-01-23 11:00:00+01,0.1,0.4,86.7
2019-01-23 12:00:00+01,0.4,0.6,170.8
2019-01-23 13:00:00+01,-1.8,0.2,77.5
2019-01-23 14:00:00+01,-2.2,0.8,67.4
2019-01-23 15:00:00+01,-4.2,0.1,26.8
2019-01-23 16:00:00+01,-4.1,0.0,0.5
2019-01-23 17:00:00+01,-3.4,0.5,0.0
2019-01-23 18:00:00+01,-3.7,0.8,0.0
2019-01-23 19:00:00+01,-3.5,0.9,0.0
2019-01-23 20:00:00+01,-3.9,0.2,0.0
2019-01-23 21:00:00+01,-4.4,0.4,0.0
2019-01-23 22:00:00+01,-4.5,0.2,0.0
2019-01-23 23:00:00+01,-4.0,0.4,0.0
2019-01-24 00:00:00+01,-3.8,0.2,0.0
2019-01-24 01:00:00+01,-2.9,0.7,0.0
2019-01-24 02:00:00+01,-2.5,0.6,0.0
2019-01-24 03:00:00+01,-2.2,0.7,0.0
2019-01-24 04:00:00+01,-2.2,0.9,0.0
2019-01-24 05:00:00+01,-2.2,1.0,0.0
2019-01-24 06:00:00+01,-2.3,1.1,0.0
2019-01-24 07:00:00+01,-2.9,0.8,0.0
2019-01-24 08:00:00+01,-2.8,0.7,2.4
2019-01-24 09:00:00+01,-2.7,0.6,13.7
2019-01-24 10:00:00+01,-2.8,1.0,37.2
2019-01-24 11:00:00+01,-2.5,0.7,62.2
2019-01-24 12:00:00+01,-2.5,0.7,73.5
2019-01-24 13:00:00+01,-2.5,0.8,69.4
2019-01-24 14:00:00+01,-2.5,0.8,44.5
2019-01-24 15:00:00+01,-2.5,0.8,14.1
2019-01-24 16:00:00+01,-2.6,1.0,0.4
2019-01-24 17:00:00+01,-2.9,0.9,0.0
2019-01-24 18:00:00+01,-3.1,0.7,0.0
2019-01-24 19:00:00+01,-2.9,0.6,0.0
2019-01-24 20:00:00+01,-2.6,0.8,0.0
2019-01-24 21:00:00+01,-2.5,0.9,0.0
2019-01-24 22:00:00+01,-2.5,0.9,0.0
2019-01-24 23:00:00+01,-2.3,1.2,0.0
2019-01-25 00:00:00+01,-2.0,1.1,0.0
2019-01-25 01:00:00+01,-1.9,1.0,0.0
2019-01-25 02:00:00+01,-1.9,1.4,0.0
2019-01-25 03:00:00+01,-2.3,1.3,0.0
2019-01-25 04:00:00+01,-2.4,1.3,0.0
2019-01-25 05:00:00+01,-2.5,1.1,0.0
2019-01-25 06:00:00+01,-2.6,1.1,0.0
2019-01-25 07:00:00+01,-2.7,0.8,0.0
2019-01-25 08:00:00+01,-2.8,1.1,0.1
2019-01-25 09:00:00+01,-2.6,1.0,9.4
2019-01-25 10:00:00+01,-2.5,0.8,29.2
2019-01-25 11:00:00+01,-2.2,1.0,61.8
2019-01-25 12:00:00+01,-2.5,1.3,57.6
2019-01-25 13:00:00+01,-2.7,1.0,45.0
2019-01-25 14:00:00+01,-2.7,0.9,12.7
2019-01-25 15:00:00+01,-2.8,0.9,5.2
2019-01-25 16:00:00+01,-2.8,0.8,0.0
2019-01-25 17:00:00+01,-3.0,0.9,0.0
2019-01-25 18:00:00+01,-3.3,1.1,0.0
2019-01-25 19:00:00+01,-3.7,1.2,0.0
2019-01-25 20:00:00+01,-4.0,1.1,0.0
2019-01-25 21:00:00+01,-4.2,1.2,0.0
2019-01-25 22:00:00+01,-4.4,1.1,0.0
2019-01-25 23:00:00+01,-4.6,1.1,0.0
2019-01-26 00:00:00+01,-4.4,1.0,0.0
2019-01-26 01:00:00+01,-4.4,0.9,0.0
2019-01-26 02:00:00+01,-4.6,0.8,0.0
2019-01-26 03:00:00+01,-5.2,0.8,0.0
2019-01-26 04:00:00+01,-6.1,0.9,0.0
2019-01-26 05:00:00+01,-6.0,0.7,0.0
2019-01-26 06:00:00+01,-5.6,0.7,0.0
2019-01-26 07:00:00+01,-5.7,1.3,0.0
2019-01-26 08:00:00+01,-5.9,1.1,0.3
2019-01-26 09:00:00+01,-5.5,1.4,11.1
2019-01-26 10:00:00+01,-5.0,1.3,31.4
2019-01-26 11:00:00+01,-4.3,1.0,51.1
2019-01-26 12:00:00+01,-3.6,1.1,52.3
2019-01-26 13:00:00+01,-3.4,0.9,40.3
2019-01-26 14:00:00+01,-3.3,1.3,22.5
2019-01-26 15:00:00+01,-3.7,1.3,6.0
2019-01-26 16:00:00+01,-3.8,1.2,0.0
2019-01-26 17:00:00+01,-4.0,0.9,0.0
2019-01-26 18:00:00+01,-4.1,1.2,0.0
2019-01-26 19:00:00+01,-4.0,1.6,0.0
2019-01-26 20:00:00+01,-3.9,1.6,0.0
2019-01-26 21:00:00+01,-3.8,1.7,0.0
2019-01-26 22:00:00+01,-3.8,1.9,0.0
2019-01-26 23:00:00+01,-3.7,2.0,0.0
2019-01-27 00:00:00+01,-3.6,2.0,0.0
2019-01-27 01:00:00+01,-3.8,2.0,0.0
2019-01-27 02:00:00+01,-4.1,2.0,0.0
2019-01-27 03:00:00+01,-4.3,2.2,0.0
2019-01-27 04:00:00+01,-4.5,2.1,0.0
2019-01-27 05:00:00+01,-4.7,2.2,0.0
2019-01-27 06:00:00+01,-5.2,2.8,0.0
2019-01-27 07:00:00+01,-5.4,2.9,0.0
2019-01-27 08:00:00+01,-5.7,2.9,1.3
2019-01-27 09:00:00+01,-5.7,2.9,17.6
2019-01-27 10:00:00+01,-5.4,2.8,38.0
2019-01-27 11:00:00+01,-5.0,2.8,73.5
2019-01-27 12:00:00+01,-5.0,2.8,81.2
2019-01-27 13:00:00+01,-5.2,2.8,53.3
2019-01-27 14:00:00+01,-5.5,2.5,36.9
2019-01-27 15:00:00+01,-5.6,2.4,18.4
2019-01-27 16:00:00+01,-6.0,2.4,2.1
2019-01-27 17:00:00+01,-5.9,2.9,0.0
2019-01-27 18:00:00+01,-5.7,2.7,0.0
2019-01-27 19:00:00+01,-5.6,2.7,0.0
2019-01-27 20:00:00+01,-5.3,2.5,0.0
2019-01-27 21:00:00+01,-5.1,2.3,0.0
2019-01-27 22:00:00+01,-5.1,1.8,0.0
2019-01-27 23:00:00+01,-5.4,1.1,0.0
2019-01-28 00:00:00+01,-5.5,1.3,0.0
2019-01-28 01:00:00+01,-5.5,1.1,0.0
2019-01-28 02:00:00+01,-5.5,1.1,0.0
2019-01-28 03:00:00+01,-5.4,1.1,0.0
2019-01-28 04:00:00+01,-5.5,1.2,0.0
2019-01-28 05:00:00+01,-5.4,1.5,0.0
2019-01-28 06:00:00+01,-5.3,1.4,0.0
2019-01-28 07:00:00+01,-5.3,1.2,0.0
2019-01-28 08:00:00+01,-5.1,1.3,1.6
2019-01-28 09:00:00+01,-4.7,1.2,16.7
2019-01-28 10:00:00+01,-4.4,1.2,47.0
2019-01-28 11:00:00+01,-3.8,1.1,66.8
2019-01-28 12:00:00+01,-3.5,1.1,75.3
2019-01-28 13:00:00+01,-3.4,1.1,64.8
2019-01-28 14:00:00+01,-3.4,1.2,45.4
2019-01-28 15:00:00+01,-3.7,1.1,22.5
2019-01-28 16:00:00+01,-4.0,1.2,1.2
2019-01-28 17:00:00+01,-4.1,1.2,0.0
2019-01-28 18:00:00+01,-4.3,1.0,0.0
2019-01-28 19:00:00+01,-5.0,0.9,0.0
2019-01-28 20:00:00+01,-6.0,0.7,0.0
2019-01-28 21:00:00+01,-6.9,0.6,0.0
2019-01-28 22:00:00+01,-8.2,0.1,0.0
2019-01-28 23:00:00+01,-9.0,0.1,0.0
2019-01-29 00:00:00+01,-10.1,0.1,0.0
2019-01-29 01:00:00+01,-14.0,0.3,0.0
2019-01-29 02:00:00+01,-15.0,0.2,0.0
2019-01-29 03:00:00+01,-16.1,0.2,0.0
2019-01-29 04:00:00+01,-18.2,0.3,0.0
2019-01-29 05:00:00+01,-18.3,0.2,0.0
2019-01-29 06:00:00+01,-19.5,0.2,0.0
2019-01-29 07:00:00+01,-19.8,0.1,0.0
2019-01-29 08:00:00+01,-20.3,0.3,0.7
2019-01-29 09:00:00+01,-18.7,0.2,15.6
2019-01-29 10:00:00+01,-15.8,0.2,42.4
2019-01-29 11:00:00+01,-11.4,0.1,71.5
2019-01-29 12:00:00+01,-9.1,0.2,139.0
2019-01-29 13:00:00+01,-7.4,0.2,109.4
2019-01-29 14:00:00+01,-7.9,0.0,77.1
2019-01-29 15:00:00+01,-11.7,0.1,25.5
2019-01-29 16:00:00+01,-13.5,0.2,0.0
2019-01-29 17:00:00+01,-14.7,0.3,0.0
2019-01-29 18:00:00+01,-16.2,0.2,0.0
2019-01-29 19:00:00+01,-17.4,0.2,0.0
2019-01-29 20:00:00+01,-17.8,0.2,0.0
2019-01-29 21:00:00+01,-18.7,0.6,0.0
2019-01-29 22:00:00+01,-16.6,0.4,0.0
2019-01-29 23:00:00+01,-13.6,0.6,1.3
2019-01-30 00:00:00+01,-12.7,0.6,0.8
2019-01-30 01:00:00+01,-11.8,0.5,0.7
2019-01-30 02:00:00+01,-11.6,0.7,0.0
2019-01-30 03:00:00+01,-11.5,0.5,0.0
2019-01-30 04:00:00+01,-10.7,0.7,0.3
2019-01-30 05:00:00+01,-10.8,0.6,0.0
2019-01-30 06:00:00+01,-11.8,0.6,0.0
2019-01-30 07:00:00+01,-12.0,0.9,0.0
2019-01-30 08:00:00+01,-11.4,1.1,3.8
2019-01-30 09:00:00+01,-11.1,1.4,29.1
2019-01-30 10:00:00+01,-10.1,1.7,63.3
2019-01-30 11:00:00+01,-9.4,1.6,57.9
2019-01-30 12:00:00+01,-8.7,1.1,65.7
2019-01-30 13:00:00+01,-8.5,1.2,51.0
2019-01-30 14:00:00+01,-8.4,0.9,16.7
2019-01-30 15:00:00+01,-8.2,0.6,8.2
2019-01-30 16:00:00+01,-8.4,0.6,0.8
2019-01-30 17:00:00+01,-8.5,0.5,0.0
2019-01-30 18:00:00+01,-8.4,0.7,0.0
2019-01-30 19:00:00+01,-8.4,0.7,0.0
2019-01-30 20:00:00+01,-8.3,0.7,0.0
2019-01-30 21:00:00+01,-8.3,0.7,0.0
2019-01-30 22:00:00+01,-8.3,0.7,0.0
2019-01-30 23:00:00+01,-8.2,1.0,0.0
2019-01-31 00:00:00+01,-8.0,1.1,0.0
2019-01-31 01:00:00+01,-7.9,0.8,0.0
2019-01-31 02:00:00+01,-8.0,0.7,0.0
2019-01-31 03:00:00+01,-7.7,0.9,0.0
2019-01-31 04:00:00+01,-7.4,0.9,0.0
2019-01-31 05:00:00+01,-7.3,1.2,0.0
2019-01-31 06:00:00+01,-7.2,1.2,0.0
2019-01-31 07:00:00+01,-7.3,0.8,0.0
2019-01-31 08:00:00+01,-7.3,1.3,1.3
2019-01-31 09:00:00+01,-7.0,0.6,12.1
2019-01-31 10:00:00+01,-6.3,1.8,50.1
2019-01-31 11:00:00+01,-5.7,0.6,40.6
2019-01-31 12:00:00+01,-5.4,1.0,26.5
2019-01-31 13:00:00+01,-4.9,1.7,22.3
2019-01-31 14:00:00+01,-4.3,1.7,11.2
2019-01-31 15:00:00+01,-3.8,1.4,7.6
2019-01-31 16:00:00+01,-3.7,1.7,0.6
2019-01-31 17:00:00+01,-3.2,1.7,0.0
2019-01-31 18:00:00+01,-2.9,1.6,0.0
2019-01-31 19:00:00+01,-2.7,1.9,0.0
2019-01-31 20:00:00+01,-2.4,1.7,0.0
2019-01-31 21:00:00+01,-2.1,1.7,0.0
2019-01-31 22:00:00+01,-2.0,1.8,0.0
2019-01-31 23:00:00+01,-2.1,1.8,0.0
2019-02-01 00:00:00+01,-1.9,1.9,0.0
2019-02-01 01:00:00+01,-2.0,1.7,0.0
2019-02-01 02:00:00+01,-1.8,1.7,0.0
2019-02-01 03:00:00+01,-1.6,1.7,0.0
2019-02-01 04:00:00+01,-1.4,1.7,0.0
2019-02-01 05:00:00+01,-1.6,1.7,0.0
2019-02-01 06:00:00+01,-1.5,1.9,0.0
2019-02-01 07:00:00+01,-1.8,1.9,0.0
2019-02-01 08:00:00+01,-1.7,1.8,1.3
2019-02-01 09:00:00+01,-1.5,1.9,10.0
2019-02-01 10:00:00+01,-1.6,1.9,17.9
2019-02-01 11:00:00+01,-1.8,2.0,21.5
2019-02-01 12:00:00+01,-1.9,2.0,25.3
2019-02-01 13:00:00+01,-1.9,1.6,25.2
2019-02-01 14:00:00+01,-1.8,2.0,17.5
2019-02-01 15:00:00+01,-1.9,1.8,9.7
2019-02-01 16:00:00+01,-2.0,2.0,1.3
2019-02-01 17:00:00+01,-2.1,2.1,0.0
2019-02-01 18:00:00+01,-2.3,2.3,0.0
2019-02-01 19:00:00+01,-2.5,2.5,0.0
2019-02-01 20:00:00+01,-2.8,2.5,0.0
2019-02-01 21:00:00+01,-2.9,2.2,0.0
2019-02-01 22:00:00+01,-2.9,2.2,0.0
2019-02-01 23:00:00+01,-3.0,1.6,0.0
2019-02-02 00:00:00+01,-3.0,1.3,0.0
2019-02-02 01:00:00+01,-2.9,1.6,0.0
2019-02-02 02:00:00+01,-2.8,1.8,0.0
2019-02-02 03:00:00+01,-2.9,1.8,0.0
2019-02-02 04:00:00+01,-2.9,1.1,0.0
2019-02-02 05:00:00+01,-2.9,0.8,0.0
2019-02-02 06:00:00+01,-2.9,0.6,0.0
2019-02-02 07:00:00+01,-2.9,0.7,0.0
2019-02-02 08:00:00+01,-2.8,0.6,1.1
2019-02-02 09:00:00+01,-2.7,0.8,4.9
2019-02-02 10:00:00+01,-2.6,0.9,9.2
2019-02-02 11:00:00+01,-2.6,1.1,12.5
2019-02-02 12:00:00+01,-2.5,1.1,16.5
2019-02-02 13:00:00+01,-2.6,0.9,18.4
2019-02-02 14:00:00+01,-2.7,1.5,12.5
2019-02-02 15:00:00+01,-2.9,1.2,4.7
2019-02-02 16:00:00+01,-3.1,0.8,0.3
2019-02-02 17:00:00+01,-3.4,0.9,0.0
2019-02-02 18:00:00+01,-3.6,1.0,0.0
2019-02-02 19:00:00+01,-3.6,1.1,0.0
2019-02-02 20:00:00+01,-3.7,1.1,0.0
2019-02-02 21:00:00+01,-3.8,1.1,0.0
2019-02-02 22:00:00+01,-3.8,1.1,0.0
2019-02-02 23:00:00+01,-3.7,1.1,0.0
2019-02-03 00:00:00+01,-3.7,1.1,0.0
2019-02-03 01:00:00+01,-3.8,1.1,0.0
2019-02-03 02:00:00+01,-3.7,1.0,0.0
2019-02-03 03:00:00+01,-3.6,1.2,0.0
2019-02-03 04:00:00+01,-3.6,1.0,0.0
2019-02-03 05:00:00+01,-3.6,0.8,0.0
2019-02-03 06:00:00+01,-3.8,0.8,0.0
2019-02-03 07:00:00+01,-3.8,0.7,0.0
2019-02-03 08:00:00+01,-3.8,0.5,0.8
2019-02-03 09:00:00+01,-3.4,0.6,13.8
2019-02-03 10:00:00+01,-2.4,0.6,41.8
2019-02-03 11:00:00+01,-1.6,0.2,35.4
2019-02-03 12:00:00+01,-1.5,0.2,39.4
2019-02-03 13:00:00+01,0.3,0.1,77.7
2019-02-03 14:00:00+01,-1.5,0.3,86.6
2019-02-03 15:00:00+01,-3.3,0.4,68.3
2019-02-03 16:00:00+01,-7.9,0.1,2.9
2019-02-03 17:00:00+01,-9.4,0.1,0.0
2019-02-03 18:00:00+01,-10.4,0.2,0.0
2019-02-03 19:00:00+01,-12.4,0.2,0.0
2019-02-03 20:00:00+01,-13.2,0.1,0.0
2019-02-03 21:00:00+01,-14.1,0.2,0.0
2019-02-03 22:00:00+01,-15.1,0.3,0.0
2019-02-03 23:00:00+01,-16.4,0.3,0.0
2019-02-04 00:00:00+01,-16.5,0.3,0.0
2019-02-04 01:00:00+01,-16.3,0.2,0.0
2019-02-04 02:00:00+01,-17.0,0.2,0.0
2019-02-04 03:00:00+01,-15.9,0.2,0.0
2019-02-04 04:00:00+01,-15.1,0.3,0.0
2019-02-04 05:00:00+01,-13.2,0.2,0.0
2019-02-04 06:00:00+01,-12.5,0.3,0.0
2019-02-04 07:00:00+01,-11.7,0.3,0.0
2019-02-04 08:00:00+01,-10.6,0.5,2.5
2019-02-04 09:00:00+01,-9.5,0.3,15.6
2019-02-04 10:00:00+01,-8.4,0.4,30.3
2019-02-04 11:00:00+01,-7.0,0.4,31.2
2019-02-04 12:00:00+01,-6.0,0.6,31.8
2019-02-04 13:00:00+01,-4.8,0.7,24.3
2019-02-04 14:00:00+01,-3.8,0.4,14.8
2019-02-04 15:00:00+01,-3.0,0.6,7.3
2019-02-04 16:00:00+01,0.2,0.7,0.8
2019-02-04 17:00:00+01,0.3,1.2,0.0
2019-02-04 18:00:00+01,0.6,1.6,0.0
2019-02-04 19:00:00+01,0.9,1.8,0.0
2019-02-04 20:00:00+01,0.3,1.3,0.0
2019-02-04 21:00:00+01,0.2,1.0,0.0
2019-02-04 22:00:00+01,0.3,1.2,0.0
2019-02-04 23:00:00+01,0.2,1.3,0.0
2019-02-05 00:00:00+01,0.1,0.8,0.0
2019-02-05 01:00:00+01,0.2,0.8,0.0
2019-02-05 02:00:00+01,0.2,0.7,0.0
2019-02-05 03:00:00+01,0.2,0.8,0.0
2019-02-05 04:00:00+01,-0.2,0.7,0.0
2019-02-05 05:00:00+01,-1.3,1.3,0.3
2019-02-05 06:00:00+01,-1.6,1.2,0.1
2019-02-05 07:00:00+01,-1.7,1.2,0.0
2019-02-05 08:00:00+01,-1.6,1.2,13.3
2019-02-05 09:00:00+01,-1.6,1.3,19.5
2019-02-05 10:00:00+01,-1.3,1.0,44.4
2019-02-05 11:00:00+01,-0.4,1.0,109.1
2019-02-05 12:00:00+01,-0.4,1.7,82.4
2019-02-05 13:00:00+01,-0.3,1.2,50.5
2019-02-05 14:00:00+01,-0.5,0.8,41.4
2019-02-05 15:00:00+01,-0.7,0.8,21.6
2019-02-05 16:00:00+01,-1.0,0.8,5.3
2019-02-05 17:00:00+01,-1.8,0.6,0.0
2019-02-05 18:00:00+01,-3.2,0.3,0.0
2019-02-05 19:00:00+01,-4.7,0.2,0.0
2019-02-05 20:00:00+01,-6.3,0.1,0.0
2019-02-05 21:00:00+01,-7.4,0.2,0.0
2019-02-05 22:00:00+01,-8.5,0.2,0.0
2019-02-05 23:00:00+01,-10.1,0.2,0.0
2019-02-06 00:00:00+01,-11.4,0.3,0.0
2019-02-06 01:00:00+01,-12.4,0.2,0.0
2019-02-06 02:00:00+01,-14.4,0.2,0.0
2019-02-06 03:00:00+01,-14.4,0.1,0.0
2019-02-06 04:00:00+01,-15.3,0.2,0.0
2019-02-06 05:00:00+01,-13.0,0.1,0.0
2019-02-06 06:00:00+01,-10.9,0.3,1.0
2019-02-06 07:00:00+01,-9.3,0.3,0.8
2019-02-06 08:00:00+01,-8.0,0.3,2.5
2019-02-06 09:00:00+01,-6.6,0.3,12.5
2019-02-06 10:00:00+01,-5.2,0.3,24.8
2019-02-06 11:00:00+01,-3.0,0.5,34.0
2019-02-06 12:00:00+01,-2.0,0.4,29.2
2019-02-06 13:00:00+01,-1.6,0.8,31.6
2019-02-06 14:00:00+01,-1.1,0.7,27.2
2019-02-06 15:00:00+01,-0.8,0.4,7.9
2019-02-06 16:00:00+01,-1.4,0.6,1.4
2019-02-06 17:00:00+01,-0.6,0.7,0.0
2019-02-06 18:00:00+01,-1.5,0.5,0.6
2019-02-06 19:00:00+01,-1.7,0.4,0.0
2019-02-06 20:00:00+01,-2.1,0.5,0.0
2019-02-06 21:00:00+01,-2.2,0.5,0.0
2019-02-06 22:00:00+01,-2.3,0.2,0.0
2019-02-06 23:00:00+01,-2.2,0.2,0.0
2019-02-07 00:00:00+01,-2.2,0.7,0.0
2019-02-07 01:00:00+01,-1.6,2.1,0.0
2019-02-07 02:00:00+01,-1.1,2.0,0.0
2019-02-07 03:00:00+01,-0.8,1.9,0.0
2019-02-07 04:00:00+01,-1.6,1.1,0.0
2019-02-07 05:00:00+01,-2.7,0.7,0.2
2019-02-07 06:00:00+01,-2.9,0.5,0.0
2019-02-07 07:00:00+01,-3.0,0.5,0.0
2019-02-07 08:00:00+01,-3.4,0.4,2.8
2019-02-07 09:00:00+01,-3.5,0.5,14.8
2019-02-07 10:00:00+01,-2.9,0.6,21.6
2019-02-07 11:00:00+01,-2.3,0.4,25.4
2019-02-07 12:00:00+01,-1.4,0.4,29.3
2019-02-07 13:00:00+01,-1.2,0.5,20.8
2019-02-07 14:00:00+01,-0.8,0.3,12.6
2019-02-07 15:00:00+01,0.3,0.9,8.7
2019-02-07 16:00:00+01,0.3,1.1,1.6
2019-02-07 17:00:00+01,0.2,1.0,0.0
2019-02-07 18:00:00+01,0.3,1.1,0.0
2019-02-07 19:00:00+01,0.3,1.0,0.0
2019-02-07 20:00:00+01,0.6,1.2,0.0
2019-02-07 21:00:00+01,0.7,1.1,0.0
2019-02-07 22:00:00+01,0.9,1.1,0.0
2019-02-07 23:00:00+01,1.1,0.9,0.0
2019-02-08 00:00:00+01,0.6,0.5,0.0
2019-02-08 01:00:00+01,0.1,0.3,0.0
2019-02-08 02:00:00+01,0.1,0.4,0.0
2019-02-08 03:00:00+01,0.1,0.7,0.0
2019-02-08 04:00:00+01,-1.3,1.3,0.7
2019-02-08 05:00:00+01,-1.1,1.1,0.5
2019-02-08 06:00:00+01,-1.8,1.0,0.0
2019-02-08 07:00:00+01,-2.6,1.0,0.0
2019-02-08 08:00:00+01,-3.3,0.8,3.9
2019-02-08 09:00:00+01,-1.8,0.5,13.7
2019-02-08 10:00:00+01,-0.8,1.8,38.6
2019-02-08 11:00:00+01,1.3,1.7,94.3
2019-02-08 12:00:00+01,2.3,1.9,172.7
2019-02-08 13:00:00+01,2.7,1.4,238.8
2019-02-08 14:00:00+01,1.9,2.6,100.6
2019-02-08 15:00:00+01,2.1,1.8,31.6
2019-02-08 16:00:00+01,2.4,1.0,5.1
2019-02-08 17:00:00+01,2.8,1.1,0.0
2019-02-08 18:00:00+01,2.5,1.1,0.0
2019-02-08 19:00:00+01,2.4,1.9,0.0
2019-02-08 20:00:00+01,2.2,1.6,0.0
2019-02-08 21:00:00+01,2.2,1.7,0.0
2019-02-08 22:00:00+01,3.5,1.9,0.0
2019-02-08 23:00:00+01,4.1,3.0,0.0
2019-02-09 00:00:00+01,4.4,3.3,0.0
2019-02-09 01:00:00+01,4.2,3.2,0.0
2019-02-09 02:00:00+01,4.3,3.2,0.0
2019-02-09 03:00:00+01,4.3,2.7,0.0
2019-02-09 04:00:00+01,4.3,2.4,0.0
2019-02-09 05:00:00+01,4.3,2.5,0.0
2019-02-09 06:00:00+01,4.1,2.2,0.0
2019-02-09 07:00:00+01,4.2,3.3,0.0
2019-02-09 08:00:00+01,3.9,3.4,4.2
2019-02-09 09:00:00+01,3.9,3.5,15.5
2019-02-09 10:00:00+01,4.0,3.8,44.4
2019-02-09 11:00:00+01,4.1,2.9,92.8
2019-02-09 12:00:00+01,3.8,3.2,92.1
2019-02-09 13:00:00+01,4.4,2.9,100.5
2019-02-09 14:00:00+01,4.2,3.0,84.0
2019-02-09 15:00:00+01,3.8,2.1,46.3
2019-02-09 16:00:00+01,3.3,1.5,9.4
2019-02-09 17:00:00+01,2.9,2.4,0.0
2019-02-09 18:00:00+01,2.9,2.2,0.0
2019-02-09 19:00:00+01,2.8,2.7,0.0
2019-02-09 20:00:00+01,3.2,2.2,0.0
2019-02-09 21:00:00+01,3.6,2.9,0.0
2019-02-09 22:00:00+01,3.1,2.2,0.0
2019-02-09 23:00:00+01,2.7,1.7,0.0
2019-02-10 00:00:00+01,2.5,1.2,0.0
2019-02-10 01:00:00+01,2.4,1.2,0.0
2019-02-10 02:00:00+01,2.9,1.6,0.0
2019-02-10 03:00:00+01,3.2,1.4,0.0
2019-02-10 04:00:00+01,3.5,2.2,0.0
2019-02-10 05:00:00+01,3.8,2.5,0.0
2019-02-10 06:00:00+01,4.3,3.1,0.0
2019-02-10 07:00:00+01,4.1,3.8,0.0
2019-02-10 08:00:00+01,4.3,3.9,12.6
2019-02-10 09:00:00+01,4.5,4.2,66.3
2019-02-10 10:00:00+01,4.6,4.2,85.8
2019-02-10 11:00:00+01,5.1,5.1,160.7
2019-02-10 12:00:00+01,5.4,5.3,255.9
2019-02-10 13:00:00+01,4.9,5.2,244.7
2019-02-10 14:00:00+01,4.8,4.9,121.3
2019-02-10 15:00:00+01,4.5,4.3,139.0
2019-02-10 16:00:00+01,3.6,3.1,30.0
2019-02-10 17:00:00+01,3.5,2.1,0.0
2019-02-10 18:00:00+01,2.1,1.2,0.0
2019-02-10 19:00:00+01,1.4,1.0,0.0
2019-02-10 20:00:00+01,1.2,1.0,0.0
2019-02-10 21:00:00+01,1.2,1.2,0.0
2019-02-10 22:00:00+01,1.4,1.3,0.0
2019-02-10 23:00:00+01,1.7,1.3,0.0
2019-02-11 00:00:00+01,1.2,1.4,0.0
2019-02-11 01:00:00+01,0.8,1.3,0.0
2019-02-11 02:00:00+01,0.9,1.4,0.0
2019-02-11 03:00:00+01,0.5,1.4,0.0
2019-02-11 04:00:00+01,0.4,1.7,0.0
2019-02-11 05:00:00+01,0.2,1.3,0.0
2019-02-11 06:00:00+01,0.1,1.3,0.0
2019-02-11 07:00:00+01,-0.2,0.9,0.0
2019-02-11 08:00:00+01,0.2,1.3,8.5
2019-02-11 09:00:00+01,0.5,1.1,28.0
2019-02-11 10:00:00+01,1.6,1.1,74.7
2019-02-11 11:00:00+01,2.9,1.5,168.5
2019-02-11 12:00:00+01,3.5,1.3,257.6
